ids
20030067678
19770034166
19830037814
19760000415
19810010865
19830029798
19940015345
19760008376
19900027744
19750025045
20060050045
20020066493
19880000007
19800000003
20080003916
20070004779
19700000005
19910000003
20020066496
20110014720
19690011778
19900000860
19730002163
20080013341
19810014655
20070013709
19900042649
19910018958
20050186611
20190033098
20150001375
20020060094
20060037929
20060029716
19760067520
20120010531
20050196730
20220003408
19780013046
20210000485
20140005783
20140005779
19910016622
20205008345
19930074428
19720019148
19830025577
20040182253
20170002626
20150019484
20160014471
20170003882
19870059892
19760063218
19840000064
19930094628
20020090853
19700049866
19940021012
19700066888
19930000645
19930023159
19840052307
19780024524
19840000082
19770000072
19880000196
19640000045
19650039113
19720020582
19910040760
20070008201
20030071258
20180001475
19920043619
19940000530
19960003661
19730017632
20160000511
19710022399
19640053125
20220003184
20060018395
19930013429
19790033064
20210012334
19730017633
20210007265
19760036233
19690056373
19820033773
19930036655
20190028612
20060044070
19670058884
19710012566
20170005607
19980202051
20040061978
20220009802
19680036903
20010071135
19760009487
20190028933
19720032372
19740007914
19670023836
19670010062
19650051570
19810031082
19840066710
19980237345
20180000648
19890066928
19680042314
19920018784
19710059952
20205004648
19810059336
19900025619
19800017257
19720057448
20210000444
20190001083
19730008600
19800017256
19940012273
29844296494434
19790032130
20140017294
19900011734
20100036608
19850002719
19790024054
19630022969
19930007671
20020089863
19670081087
19670061939
24542860411569
24013345727336
20210018106
19730052799
20160010231
19870038176
19940005456
20220008683
20090027677
20130012723
20060035877
19910018940
26123570850438
20170009799
20205007810
20210006521
20205005834
20170005653
20170010149
19920059020
20020051132
20050184163
20060018296
20130013612
20190025924
20170003836
20220003401
32050053414312
20020070179
20060043749
20050180384
20050071070
20060031522
20060032371
20070032628
20090026385
19930084666
20060044140
20140012835
20070034943
20070038985
19930090812
20160001767
20070034990
19930080998
20060009017
20040057989
20070032647
20160009354
20050151393
19650000066
19810028131
20030016758
19940010985
19940009146
20210017287
19890009015
20210021075
19800021565
20210020881
20070035052
20210019547
20100031127
20210020421
20210013721
19890002813
20210014389
20070038357
